Sentence #,Word,ANM,NER
Sentence 2495,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,미국의,O,O
,오바마,O,O
,대통령,O,O
,##도,O,O
,북한이,O,O
,좋은,O,O
,선택,O,O
,##하라고,O,O
,했다,O,O
,[SEP],O,O
Sentence 2496,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,미국은,O,O
,이,O,O
,궁극,O,O
,##적,O,O
,목표를,O,O
,향해,O,O
,외교,O,O
,##에,O,O
,관여,O,O
,##할,O,O
,준비가,O,O
,돼,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,그,O,O
,과정에서,O,O
,진,O,O
,##전을,O,O
,볼,O,O
,수,O,O
,있는,O,O
,실용,O,O
,##적,O,O
,조,O,O
,##처를,O,O
,위해,O,O
,노력,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2497,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,모든,O,O
,것을,O,O
,유엔,O,O
,안보,O,O
,##리,O,O
,대북,O,O
,제재,O,O
,##에,O,O
,공,O,O
,##조를,O,O
,맞춰,O,O
,##야,O,O
,한다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,이같이,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2498,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,리,O,O
,##영,O,O
,##길이,O,O
,사회,O,O
,##안전,O,O
,##성의,O,O
,녹색,O,O
,견,O,O
,##장,O,O
,대신,O,O
,육군,O,O
,##의,O,O
,적,O,O
,##색,O,O
,견,O,O
,##장을,O,O
,단,O,O
,군,O,O
,##복을,O,O
,착용한,O,O
,것으로,O,O
,식,O,O
,##별,O,O
,##됐다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,이같이,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2499,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,두,O,O
,사람은,O,O
,바이,O,O
,##든,O,O
,행정,O,O
,##부,O,O
,출범,O,O
,이후,O,O
,워싱턴,O,O
,##을,O,O
,방문하는,O,O
,최고,O,O
,##위,O,O
,##급,O,O
,외국,O,O
,당,O,O
,##국,O,O
,##자,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,바이,O,O
,##든,O,O
,행정,O,O
,##부,O,O
,출범,O,O
,이후,O,O
,3,O,O
,##국,O,O
,안보,O,O
,##실장,O,O
,회의,O,O
,##도,O,O
,처음이라,O,O
,##고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2500,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,대북,O,O
,##물,O,O
,##자,O,O
,살,O,O
,##포,O,O
,과정에서,O,O
,국민,O,O
,여론,O,O
,##이,O,O
,악화,O,O
,##하고,O,O
,접,O,O
,##경,O,O
,##지역,O,O
,주민,O,O
,##들과,O,O
,충돌,O,O
,직전,O,O
,##까지,O,O
,가는,O,O
,등,O,O
,사회적,O,O
,위험,O,O
,##요소,O,O
,##가,O,O
,현저히,O,O
,증가했다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,이와,O,O
,관련해,O,O
,관련,O,O
,단체,O,O
,##들을,O,O
,들여다,O,O
,##보는,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2501,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,당초,O,O
,현대,O,O
,##아,O,O
,##산이,O,O
,행사에,O,O
,초청,O,O
,##해서,O,O
,실무,O,O
,##자,O,O
,##급,O,O
,참석,O,O
,##을,O,O
,고려,O,O
,##했지만,O,O
,민간,O,O
,##기업,O,O
,행사,O,O
,##인,O,O
,데다,O,O
,북,O,O
,##측,O,O
,인사,O,O
,##들도,O,O
,내려오,O,O
,##지,O,O
,않아,O,O
,굳이,O,O
,갈,O,O
,필요가,O,O
,없다고,O,O
,판단,O,O
,",",O,O
,북,O,O
,##측,O,O
,##에,O,O
,방,O,O
,##북,O,O
,신청을,O,O
,하지,O,O
,##도,O,O
,않았다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2502,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,당,O,O
,##원,O,O
,자격을,O,O
,완화,O,O
,##하면서,O,O
,입,O,O
,##당,O,O
,과정에서,O,O
,각종,O,O
,비리,O,O
,##가,O,O
,발생하고,O,O
,",",O,O
,충성,O,O
,##도가,O,O
,떨어졌다,O,O
,##는,O,O
,판단이,O,O
,작용,O,O
,##한,O,O
,것으로,O,O
,보인다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2503,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,김정,O,O
,##남이,O,O
,어디,O,O
,##론가,O,O
,망,O,O
,##명을,O,O
,하려,O,O
,한다면,O,O
,동기,O,O
,##는,O,O
,신,O,O
,##변,O,O
,위협,O,O
,##과,O,O
,돈,O,O
,문제,O,O
,##일,O,O
,##텐데,O,O
,",",O,O
,중국,O,O
,땅,O,O
,안에서,O,O
,신,O,O
,##변이,O,O
,위협,O,O
,##받는다,O,O
,##면,O,O
,중국,O,O
,당,O,O
,##국이,O,O
,가만히,O,O
,있을,O,O
,##리,O,O
,없고,O,O
,",",O,O
,돈도,O,O
,크게,O,O
,부족,O,O
,##하지,O,O
,않은,O,O
,것,O,O
,같다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,망,O,O
,##명,O,O
,가능성이,O,O
,낮다,O,O
,##고,O,O
,본다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2504,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,김,O,O
,위원장,O,O
,##이,O,O
,(,O,O
,정치,O,O
,##국,O,O
,확대,O,O
,##회의,O,O
,##가,O,O
,열,O,O
,##리기,O,O
,전인,O,O
,),O,O
,지난달,O,O
,하,O,O
,##순,O,O
,(,O,O
,평,O,O
,##북,O,O
,),O,O
,의,O,O
,##주,O,O
,비행,O,O
,##장을,O,O
,방문,O,O
,##했다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,북한이,O,O
,중국과,O,O
,교,O,O
,##역,O,O
,및,O,O
,지원,O,O
,물,O,O
,##자의,O,O
,야,O,O
,##적,O,O
,##장으로,O,O
,사용하기,O,O
,위해,O,O
,의,O,O
,##주,O,O
,비행,O,O
,##장에,O,O
,각종,O,O
,시설을,O,O
,건설,O,O
,##중인데,O,O
,",",O,O
,방역,O,O
,##시설이,O,O
,제대로,O,O
,설치,O,O
,##되지,O,O
,않은,O,O
,것을,O,O
,확인하고,O,O
,크게,O,O
,질,O,O
,##책,O,O
,##한,O,O
,것으로,O,O
,안다,O,O
,[UNK],O,O
,고,O,O
,귀,O,O
,##띔,O,O
,##했다,O,O
,[SEP],O,O
Sentence 2505,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,김,O,O
,위원장,O,O
,##의,O,O
,공개,O,O
,##활동,O,O
,보도,O,O
,##가,O,O
,나오면,O,O
,저희도,O,O
,사진에,O,O
,대한,O,O
,분석을,O,O
,나름대로,O,O
,하고,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서도,O,O
,[UNK],O,O
,김,O,O
,위원장,O,O
,##의,O,O
,건강,O,O
,##문제,O,O
,##에,O,O
,대한,O,O
,판단,O,O
,##은,O,O
,공개,O,O
,##적으로,O,O
,말씀,O,O
,##드릴,O,O
,사안,O,O
,##이,O,O
,아니다,O,O
,[UNK],O,O
,라고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2506,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,김,O,O
,위원장은,O,O
,8,O,O
,##차,O,O
,당,O,O
,##대회,O,O
,(,O,O
,5,O,O
,~,O,O
,12일,O,O
,),O,O
,사업,O,O
,##총,O,O
,##화,O,O
,##보고,O,O
,##에서,O,O
,[UNK],O,O
,목표,O,O
,##에서,O,O
,엄청나게,O,O
,미,O,O
,##달,O,O
,##했다,O,O
,[UNK],O,O
,고,O,O
,지적,O,O
,##해,O,O
,경제,O,O
,##부문,O,O
,##에,O,O
,대한,O,O
,문,O,O
,##책이,O,O
,예상,O,O
,##됐다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,국가,O,O
,##계획,O,O
,##위원회를,O,O
,비롯해,O,O
,경제,O,O
,##관련,O,O
,책임,O,O
,##자가,O,O
,대거,O,O
,교체,O,O
,##된,O,O
,게,O,O
,특징,O,O
,[UNK],O,O
,이라고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2507,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,공약,O,O
,##에,O,O
,기초,O,O
,##했을,O,O
,때,O,O
,보수,O,O
,##적,O,O
,성향,O,O
,##을,O,O
,보이지,O,O
,않을까,O,O
,생각한다,O,O
,[SEP],O,O
Sentence 2508,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,고위,O,O
,##층을,O,O
,포함해,O,O
,미,O,O
,국무,O,O
,##부,O,O
,##나,O,O
,보건,O,O
,당,O,O
,##국,O,O
,등이,O,O
,일관,O,O
,##되게,O,O
,한국,O,O
,방역,O,O
,역량,O,O
,##과,O,O
,투명,O,O
,##성에,O,O
,대해,O,O
,높게,O,O
,평가,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2509,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,개막,O,O
,##식,O,O
,영상,O,O
,##물,O,O
,##만,O,O
,별도로,O,O
,시사,O,O
,##회,O,O
,##나,O,O
,평가,O,O
,##회를,O,O
,열어,O,O
,점검,O,O
,##해야,O,O
,했는데,O,O
,",",O,O
,민간,O,O
,행사,O,O
,##업체에,O,O
,일체,O,O
,##를,O,O
,위,O,O
,##임,O,O
,##하는,O,O
,중대한,O,O
,귀,O,O
,##책,O,O
,##사,O,O
,##유를,O,O
,야기,O,O
,##했다,O,O
,[UNK],O,O
,고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 2510,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,(,O,O
,협의,O,O
,##에서,O,O
,),O,O
,미사일,O,O
,발사,O,O
,##가,O,O
,계속되는,O,O
,상황은,O,O
,북한,O,O
,##을,O,O
,어떻게,O,O
,대화,O,O
,##로,O,O
,끌어,O,O
,##낼,O,O
,##지,O,O
,관여,O,O
,방안에,O,O
,대해,O,O
,논의,O,O
,##하는,O,O
,노력,O,O
,##에,O,O
,일정,O,O
,##하게,O,O
,영향을,O,O
,미칠,O,O
,수,O,O
,있는,O,O
,상황이,O,O
,##어서,O,O
,우려,O,O
,##하는,O,O
,목소리가,O,O
,있었다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,##고,O,O
,연합,O,O
,##뉴스,O,O
,##는,O,O
,전했다,O,O
,[SEP],O,O
Sentence 2511,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,(,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,갈등,O,O
,##은,O,O
,),O,O
,청와대,O,O
,##와,O,O
,(,O,O
,일본,O,O
,),O,O
,도쿄,O,O
,##의,O,O
,개성,O,O
,강한,O,O
,인사,O,O
,##들에,O,O
,관련된,O,O
,것이지,O,O
,미국과,O,O
,##는,O,O
,아무,O,O
,관련이,O,O
,없다,O,O
,[UNK],O,O
,했다,O,O
,[SEP],O,O
Sentence 2512,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,(,O,O
,북한이,O,O
,뉴욕,O,O
,채널을,O,O
,통해,O,O
,미국에,O,O
,),O,O
,신호를,O,O
,보내는,O,O
,##지는,O,O
,모르겠는데,O,O
,그걸,O,O
,받아,O,O
,##줘야,O,O
,신호,O,O
,##가,O,O
,의미가,O,O
,있다,O,O
,[SEP],O,O
Sentence 2513,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,(,O,O
,북한,O,O
,##을,O,O
,),O,O
,대화,O,O
,##로,O,O
,끌어,O,O
,##내기,O,O
,위해,O,O
,종,O,O
,##전선,O,O
,##언,O,O
,같은,O,O
,구체적인,O,O
,이슈,O,O
,##에,O,O
,대해,O,O
,예,O,O
,##견,O,O
,##하거나,O,O
,언급,O,O
,##하는,O,O
,것은,O,O
,현재,O,O
,우리,O,O
,관심,O,O
,##사가,O,O
,아니다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2514,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,(,O,O
,4,O,O
,[UNK],O,O
,25,O,O
,##는,O,O
,),O,O
,우리,O,O
,##로,O,O
,치면,O,O
,국,O,O
,##군의,O,O
,날이,O,O
,##니까,O,O
,열,O,O
,##병,O,O
,##식을,O,O
,하는,O,O
,게,O,O
,자연스러운,O,O
,##건데,O,O
,단순히,O,O
,열,O,O
,##병,O,O
,##식이,O,O
,아니라,O,O
,신형,O,O
,무기,O,O
,##가,O,O
,나오고,O,O
,하는,O,O
,거니까,O,O
,",",O,O
,비록,O,O
,거부,O,O
,##했지만,O,O
,",",O,O
,우리,O,O
,##나,O,O
,국제,O,O
,##사회,O,O
,##가,O,O
,대화,O,O
,##의,O,O
,장,O,O
,##으로,O,O
,나오,O,O
,##라고,O,O
,했는데,O,O
,계속,O,O
,어,O,O
,##깃,O,O
,##장,O,O
,놓는,O,O
,##데,O,O
,한계가,O,O
,있을,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,##도,O,O
,했다,O,O
,[SEP],O,O
Sentence 2515,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,사드,O,O
,보,O,O
,##복,O,O
,[UNK],O,O
,에,O,O
,대한,O,O
,대응,O,O
,##과,O,O
,관련해,O,O
,[UNK],O,O
,여러,O,O
,유,O,O
,##관,O,O
,##부,O,O
,##처,O,O
,##와,O,O
,협력,O,O
,하에,O,O
,다양한,O,O
,대응,O,O
,방안을,O,O
,강,O,O
,##구,O,O
,##하고,O,O
,있고,O,O
,피해를,O,O
,최소화,O,O
,##하기,O,O
,위한,O,O
,방안,O,O
,##도,O,O
,협의,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,구체적,O,O
,내용은,O,O
,언급,O,O
,##하기,O,O
,어렵지만,O,O
,여러가지,O,O
,국제,O,O
,##법,O,O
,##적인,O,O
,검토,O,O
,##도,O,O
,포함,O,O
,##될,O,O
,것으로,O,O
,생각한다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2516,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,한,O,O
,[UNK],O,O
,일의,O,O
,피드,O,O
,##백을,O,O
,들을,O,O
,준비가,O,O
,돼,O,O
,있고,O,O
,",",O,O
,우리는,O,O
,매우,O,O
,열려,O,O
,있다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,일방,O,O
,##통,O,O
,##행이,O,O
,아니라,O,O
,피드,O,O
,##백과,O,O
,제안을,O,O
,주고,O,O
,##받는,O,O
,대화,O,O
,(,O,O
,di,O,O
,##al,O,O
,##og,O,O
,##ue,O,O
,),O,O
,형식,O,O
,##이,O,O
,될,O,O
,것으로,O,O
,기대,O,O
,##한다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2517,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,최종,O,O
,##건,O,O
,외교,O,O
,##부,O,O
,1차,O,O
,##관의,O,O
,이란,O,O
,방문,O,O
,##이,O,O
,이번주,O,O
,일요일,O,O
,##로,O,O
,조율,O,O
,##됐던,O,O
,것도,O,O
,이같은,O,O
,이유,O,O
,때문이었다,O,O
,[UNK],O,O
,며,O,O
,최,O,O
,차,O,O
,##관은,O,O
,1차,O,O
,##관,O,O
,이란,O,O
,방문,O,O
,##은,O,O
,그대로,O,O
,추진,O,O
,예정이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2518,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,중국이,O,O
,두,O,O
,분야에서,O,O
,모두,O,O
,중대한,O,O
,도전을,O,O
,제기,O,O
,##하고,O,O
,있다는,O,O
,사실을,O,O
,고려해야,O,O
,한다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,중국의,O,O
,비,O,O
,##시장,O,O
,##적,O,O
,관,O,O
,##행,O,O
,##과,O,O
,경제,O,O
,남,O,O
,##용,O,O
,",",O,O
,21세기,O,O
,기술의,O,O
,통행,O,O
,규칙,O,O
,##을,O,O
,만드는,O,O
,노력,O,O
,##은,O,O
,이,O,O
,위원,O,O
,##회의,O,O
,중요한,O,O
,임무,O,O
,[UNK],O,O
,라고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2519,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,중국과,O,O
,##의,O,O
,경쟁을,O,O
,환영,O,O
,##하지만,O,O
,",",O,O
,모두가,O,O
,같은,O,O
,규칙,O,O
,##에,O,O
,따라,O,O
,",",O,O
,평평,O,O
,##한,O,O
,운동,O,O
,##장에서,O,O
,해야,O,O
,한다는,O,O
,점을,O,O
,분명히,O,O
,하겠다,O,O
,[UNK],O,O
,고,O,O
,강조했다,O,O
,[SEP],O,O
Sentence 2520,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,종,O,O
,##전선,O,O
,##언,O,O
,##은,O,O
,비핵,O,O
,##화의,O,O
,입구,O,O
,",",O,O
,비핵,O,O
,##화,O,O
,문을,O,O
,여는,O,O
,출발,O,O
,[UNK],O,O
,이라고,O,O
,전제,O,O
,##한,O,O
,뒤,O,O
,[UNK],O,O
,남은,O,O
,문제는,O,O
,언제,O,O
,어떻게,O,O
,협상,O,O
,테이블에,O,O
,올려,O,O
,구체적으로,O,O
,협의,O,O
,##해,O,O
,결과를,O,O
,만들어,O,O
,내,O,O
,##느냐,O,O
,하는,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,지적했다,O,O
,[SEP],O,O
Sentence 2521,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이번,O,O
,회의,O,O
,##에서,O,O
,북한,O,O
,정책,O,O
,##과,O,O
,관련한,O,O
,모든,O,O
,측면,O,O
,##을,O,O
,논의,O,O
,##하는,O,O
,게,O,O
,우리,O,O
,의도,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,[UNK],O,O
,우리가,O,O
,이루고,O,O
,##자,O,O
,하는,O,O
,목표,O,O
,##와,O,O
,평가,O,O
,",",O,O
,북한에,O,O
,##서,O,O
,일어나고,O,O
,있는,O,O
,상황을,O,O
,깊이,O,O
,공감,O,O
,##하고,O,O
,이해하는,O,O
,것이,O,O
,일,O,O
,##차,O,O
,##적인,O,O
,목표,O,O
,[UNK],O,O
,라고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 2522,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이러한,O,O
,평가,O,O
,##에,O,O
,따라,O,O
,버,O,O
,##마,O,O
,정부에,O,O
,대한,O,O
,해외,O,O
,원조,O,O
,중단,O,O
,##이,O,O
,필요,O,O
,##하며,O,O
,",",O,O
,우리의,O,O
,지원,O,O
,프로그램에,O,O
,대해,O,O
,광,O,O
,##범위,O,O
,##한,O,O
,검토,O,O
,##를,O,O
,할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2523,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이것은,O,O
,구체적인,O,O
,산,O,O
,##물이나,O,O
,결과,O,O
,추구,O,O
,##가,O,O
,아니다,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,[UNK],O,O
,바이,O,O
,##든,O,O
,대통령은,O,O
,우리가,O,O
,중국과,O,O
,경쟁,O,O
,##할,O,O
,때,O,O
,시,O,O
,주,O,O
,##석과,O,O
,중국이,O,O
,통행,O,O
,규칙,O,O
,##에,O,O
,따라,O,O
,행동,O,O
,##하기를,O,O
,기대하고,O,O
,있으며,O,O
,그,O,O
,점을,O,O
,회담,O,O
,내내,O,O
,강조,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2524,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,우리,O,O
,정부,O,O
,입장에서는,O,O
,남은,O,O
,임기,O,O
,동안,O,O
,어떻게,O,O
,남북,O,O
,관계,O,O
,##나,O,O
,한반도,O,O
,비핵,O,O
,##화,O,O
,상황을,O,O
,안정,O,O
,##화,O,O
,##시켜서,O,O
,다음,O,O
,정부에,O,O
,넘겨,O,O
,##주,O,O
,##느냐,O,O
,",",O,O
,그것이,O,O
,가장,O,O
,큰,O,O
,하나의,O,O
,목표,O,O
,##라고,O,O
,생각한다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2525,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,양국,O,O
,##이,O,O
,믿는,O,O
,가치,O,O
,##와,O,O
,지역,O,O
,안보,O,O
,",",O,O
,기술과,O,O
,보건,O,O
,",",O,O
,북한,O,O
,등,O,O
,폭,O,O
,##넓은,O,O
,의,O,O
,##제에,O,O
,대해,O,O
,진,O,O
,##전과,O,O
,심화,O,O
,##를,O,O
,모색,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 2526,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,수도,O,O
,##가,O,O
,아닌,O,O
,톈,O,O
,##진에,O,O
,##서,O,O
,이뤄,O,O
,##지는,O,O
,이번,O,O
,만남,O,O
,##은,O,O
,전형적인,O,O
,회담,O,O
,##이,O,O
,아니다,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,[UNK],O,O
,중국,O,O
,스스로,O,O
,##가,O,O
,전,O,O
,##례,O,O
,없는,O,O
,일을,O,O
,하고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2527,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,소수,O,O
,##의,O,O
,아프,O,O
,##간,O,O
,특수,O,O
,##군의,O,O
,경우,O,O
,정권,O,O
,##이,O,O
,탈,O,O
,##레,O,O
,##반에,O,O
,넘어가,O,O
,##면,O,O
,끝,O,O
,##장이,O,O
,##라는,O,O
,생각으로,O,O
,죽을,O,O
,힘을,O,O
,다해,O,O
,싸,O,O
,##웠다,O,O
,##면,O,O
,",",O,O
,이외,O,O
,대부분,O,O
,일반,O,O
,병사,O,O
,##들은,O,O
,의지,O,O
,자체가,O,O
,약,O,O
,##했던,O,O
,것,O,O
,같다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2528,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,셔,O,O
,##먼,O,O
,부장,O,O
,##관이,O,O
,계속되는,O,O
,극심한,O,O
,경쟁이,O,O
,충돌,O,O
,##로,O,O
,치,O,O
,##닫,O,O
,##기를,O,O
,원,O,O
,##치,O,O
,않는다는,O,O
,점을,O,O
,강조,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2529,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,세,O,O
,나라는,O,O
,미래,O,O
,반도체,O,O
,제조,O,O
,기술의,O,O
,열쇠,O,O
,##를,O,O
,쥐고,O,O
,있다고,O,O
,해도,O,O
,과언이,O,O
,아니다,O,O
,[UNK],O,O
,라며,O,O
,[UNK],O,O
,이,O,O
,민감한,O,O
,공급,O,O
,##망을,O,O
,안전하게,O,O
,유지하는,O,O
,것의,O,O
,중요성을,O,O
,확인하고,O,O
,규,O,O
,##범,O,O
,##과,O,O
,표준,O,O
,##을,O,O
,준수,O,O
,##하기,O,O
,위해,O,O
,협력,O,O
,##할,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 2530,[CLS],O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,베이징,O,O
,##은,O,O
,우리의,O,O
,공개,O,O
,메시지,O,O
,##가,O,O
,사,O,O
,##적인,O,O
,메시지,O,O
,##와,O,O
,다를,O,O
,것이라는,O,O
,희망,O,O
,##이,O,O
,있는,O,O
,것,O,O
,같은데,O,O
